index,middle
354,642
352,643
352,644
353,643
352,643
354,643
353,643
353,642
354,642
354,643
353,643
353,643
353,643
353,643
353,643
354,643
353,642
352,643
354,643
353,642
352,643
353,643
352,643
353,643
353,643
352,643
352,643
353,643
353,644
353,642
353,643
354,643
353,643
352,643
354,644
354,643
352,643
353,643
353,644
353,643
352,642
354,643
354,642
354,644
353,642
353,643
353,643
352,643
353,643
352,643
352,643
353,643
352,643
354,642
353,643
354,643
354,643
353,643
353,643
353,643
353,642
354,643
353,643
353,643
353,643
352,643
353,643
354,643
353,643
353,644
353,643
353,645
353,643
353,643
354,643
353,643
353,643
354,642
352,643
352,641
353,642
353,643
353,643
353,643
353,643
352,643
354,643
351,644
352,643
353,644
352,643
352,643
352,642
353,643
352,644
352,643
353,643
353,644
353,642
354,643
352,643
354,643
353,643
353,643
353,643
353,643
353,643
354,643
353,643
353,643
353,642
353,643
353,643
353,643
354,643
353,643
353,644
354,643
353,643
353,643
353,643
353,643
351,643
353,642
352,643
354,644
354,643
351,643
351,643
354,643
353,645
353,642
354,643
353,644
353,644
354,644
352,642
352,643
353,644
354,643
353,643
353,643
352,643
354,644
354,643
352,644
353,643
353,643
353,643
353,643
353,643
352,643
354,643
354,643
353,643
354,643
353,643
