index,middle
358,646
356,646
356,646
357,645
357,646
357,645
357,645
357,646
357,645
357,645
357,645
357,645
358,645
356,644
357,645
357,646
356,645
357,646
356,645
357,645
357,645
357,646
356,646
357,646
357,645
356,645
357,646
357,646
357,646
357,646
358,646
358,646
357,645
357,646
358,646
355,645
355,646
357,646
356,645
357,645
358,645
357,645
357,646
357,646
358,646
357,645
358,645
358,646
356,646
358,646
357,646
357,645
358,645
357,646
357,647
356,645
357,645
357,645
358,646
357,646
357,646
357,646
358,645
357,646
356,645
357,645
358,646
357,645
356,646
357,645
357,645
358,645
357,646
358,646
356,646
357,645
356,646
356,644
357,646
357,646
358,646
358,646
358,646
357,646
357,646
357,645
357,646
357,645
358,646
358,644
357,646
357,646
357,646
358,645
357,645
357,645
358,644
357,645
358,645
356,645
356,646
357,645
358,646
358,646
357,645
358,645
356,645
357,645
357,645
356,646
357,645
358,645
357,646
357,646
357,645
357,645
358,645
358,646
356,646
357,647
357,645
357,645
358,645
357,645
356,645
356,645
357,645
356,646
357,646
357,645
357,645
357,646
359,646
357,646
358,646
357,645
356,646
358,646
358,645
358,645
358,645
357,645
358,646
357,645
357,645
357,644
357,645
357,645
357,645
358,645
358,646
357,645
358,646
358,645
357,646
357,645
